id,position,age,area,sex,partner,num_child,education,service_length,study_time,commute,overtime,salary
14336,2,42,山形県,2,1,5,4,15,14.0,2.4,15.1,877.9255493596853
14337,3,35,青森県,1,1,1,1,15,10.0,1.7,19.7,470.34237577318993
14338,1,36,滋賀県,1,1,1,3,12,8.0,2.0,10.5,614.4965291836756
14339,2,47,神奈川県,2,0,0,1,27,2.0,0.7,10.1,346.58744967254813
14340,1,28,徳島県,1,1,1,0,10,0.0,1.6,18.5,300.11525508148077
14341,4,54,石川県,2,1,4,3,30,5.0,2.4,0.0,919.1675254424792
14342,0,24,徳島県,1,0,0,1,4,4.0,0.4,11.5,186.13940956893273
14343,0,28,栃木県,1,1,6,1,8,6.0,1.2,12.8,327.0466633124609
14344,0,22,福島県,1,1,1,0,4,-0.0,1.4,17.3,230.14337639030975
14345,4,49,三重県,1,0,0,4,22,1.0,1.5,13.5,996.9929764865476
14346,2,41,鳥取県,1,1,7,1,21,0.0,1.6,22.8,559.2722059650802
14347,1,31,三重県,1,1,2,2,9,11.0,2.0,13.6,524.7685558470519
14348,4,51,埼玉県,2,1,3,1,31,3.0,1.8,10.8,639.6892943188855
14349,0,22,秋田県,1,0,0,0,4,2.0,0.3,15.5,187.79217953160375
14350,0,22,長崎県,1,0,0,1,2,5.0,0.1,22.6,222.24334071283076
14351,2,41,福井県,1,1,3,0,23,3.0,1.9,7.0,425.6861308697478
14352,3,39,青森県,1,1,2,1,19,0.0,1.8,12.2,497.97145977452016
14353,2,37,長崎県,2,0,0,3,13,2.0,0.7,13.4,332.25241279653386
14354,0,25,鹿児島県,2,0,0,1,5,0.0,0.3,2.6,140.53283188289342
14355,0,23,熊本県,2,0,0,2,0,3.0,0.1,13.2,194.81131690337708
14356,4,50,長野県,1,1,1,1,30,1.0,1.9,14.7,581.4578694015679
14357,3,40,青森県,2,0,0,1,20,11.0,0.8,6.9,370.64939459248103
14358,1,18,岩手県,1,1,1,0,0,2.0,1.5,13.4,261.13867659432935
14359,2,45,新潟県,2,0,0,0,27,6.0,0.6,9.5,322.46560302108776
14360,0,27,熊本県,2,1,1,2,5,9.0,1.5,14.8,242.29395059643429
14361,0,24,静岡県,1,1,4,1,0,4.0,1.2,23.6,339.87476395722797
14362,2,37,福井県,1,0,0,2,15,0.0,0.5,12.0,329.94987969330674
14363,0,26,群馬県,1,1,2,3,0,3.0,1.1,8.8,228.4153412590609
14364,2,44,愛知県,1,1,0,0,26,0.0,1.2,14.8,383.8997577361466
14365,2,29,神奈川県,2,0,0,0,11,5.0,0.5,13.5,332.58889569267717
14366,2,39,香川県,1,0,0,0,21,5.0,0.6,15.1,321.970742972576
14367,2,38,東京都,1,0,0,3,14,3.0,2.2,4.3,684.1638881818527
14368,4,52,宮城県,1,0,0,0,34,3.0,0.9,8.3,539.8790671572838
14369,2,57,島根県,1,0,0,1,37,6.0,0.7,13.3,427.47356406887064
14370,0,25,三重県,1,1,4,1,5,13.0,1.3,11.3,270.530580962592
14371,1,39,福岡県,1,0,0,1,19,-0.0,0.4,9.9,286.0295373683138
14372,4,43,福井県,1,1,0,1,23,2.0,1.4,13.3,468.4624990324436
14373,2,52,宮城県,1,0,0,0,34,6.0,0.6,11.9,335.7376662731223
14374,2,32,京都府,2,0,0,1,12,9.0,0.7,9.9,322.7640641124257
14375,0,27,愛知県,1,1,3,1,7,2.0,1.5,16.5,284.9881508868653
14376,0,24,福岡県,2,0,0,0,6,2.0,0.1,9.4,177.5247489607977
14377,1,18,愛媛県,2,0,0,0,0,7.0,0.8,5.5,358.3232527510888
14378,2,43,徳島県,2,1,1,0,25,5.0,1.8,5.1,364.9941322037375
14379,3,44,熊本県,1,1,1,1,24,6.0,2.0,8.9,466.3140904649981
14380,1,37,島根県,1,1,2,2,15,0.0,2.0,5.8,565.968487798218
14381,4,51,福岡県,2,0,0,3,27,15.0,1.4,10.4,878.8451777943314
14382,3,52,群馬県,1,1,2,0,34,12.0,1.8,21.1,551.9668605156727
14383,0,23,群馬県,1,1,5,1,3,1.0,1.3,23.3,330.68699858782264
14384,1,35,福島県,2,0,0,0,17,6.0,0.4,4.1,221.9531286187635
14385,1,22,三重県,1,1,2,1,1,0.0,1.9,9.8,379.4715003016647
14386,1,33,東京都,2,0,0,1,13,7.0,1.1,18.2,328.88754224965635
14387,2,47,熊本県,2,0,0,4,20,0.0,1.3,1.5,811.2701536990061
14388,0,23,佐賀県,2,1,0,2,0,-0.0,0.8,22.9,227.89825746039259
14389,2,39,岐阜県,1,0,0,3,15,4.0,1.2,14.6,764.980454547587
14390,0,24,富山県,2,1,1,1,2,3.0,1.1,12.4,248.70269673045757
14391,1,29,秋田県,2,1,1,1,9,7.0,1.7,7.1,301.58640498846233
14392,2,44,山形県,2,1,0,2,2,1.0,1.7,0.6,632.1509770847578
14393,0,23,大阪府,1,1,1,0,5,6.0,2.4,15.4,282.8393386822916
14394,0,24,鳥取県,1,0,0,1,4,3.0,0.3,18.2,180.01199534158212
14395,0,25,埼玉県,1,1,2,2,3,6.0,1.3,9.5,264.5889058378379
14396,1,25,北海道,2,0,0,0,7,1.0,0.7,13.3,408.24959055365304
14397,1,37,徳島県,1,1,3,2,15,5.0,2.1,16.6,587.6207382037666
14398,1,38,愛知県,2,0,0,3,14,11.0,0.5,11.6,295.5254493621334
14399,2,37,石川県,1,1,0,1,17,6.0,1.4,15.7,524.2701959780028
14400,0,26,福井県,1,0,0,1,6,4.0,0.1,15.1,174.49338085541171
14401,0,22,栃木県,2,1,0,0,4,3.0,0.6,6.1,168.99070109938472
14402,1,33,東京都,1,0,0,2,11,2.0,1.9,9.9,467.08018441138506
14403,0,26,三重県,1,1,1,3,1,0.0,1.3,27.0,228.4122498484673
14404,0,24,岐阜県,2,1,2,0,6,10.0,1.4,9.4,254.20664716336097
14405,2,34,島根県,2,0,0,0,16,0.0,0.6,9.7,298.25600951231905
14406,3,41,長崎県,2,0,0,2,19,5.0,0.9,16.1,421.35001007682035
14407,0,22,宮崎県,2,0,0,1,2,0.0,0.1,5.3,155.6035766492516
14408,0,22,山形県,1,0,0,1,2,2.0,0.2,7.1,182.885635335856
14409,2,53,神奈川県,1,1,3,0,35,0.0,1.6,13.4,501.8792429769782
14410,1,24,熊本県,2,1,2,0,6,12.0,1.3,11.5,305.45956342833347
14411,0,21,茨城県,1,1,2,1,0,3.0,1.1,23.8,262.5321881481329
14412,0,23,佐賀県,1,0,0,0,5,1.0,0.1,13.4,204.09995383430498
14413,0,22,和歌山県,1,1,1,1,2,4.0,1.3,11.9,239.6748294867438
14414,0,26,長野県,1,1,1,1,6,6.0,1.2,2.2,225.7654617790485
14415,2,47,石川県,2,1,3,4,20,10.0,2.1,4.6,839.5863034185988
14416,3,49,福岡県,1,1,3,0,31,8.0,2.0,11.3,540.847929074871
14417,0,22,奈良県,1,0,0,1,2,0.0,0.4,14.5,142.9045053676075
14418,1,33,岩手県,1,1,4,0,15,7.0,1.5,16.7,351.41990730799046
14419,0,23,群馬県,1,0,0,2,0,1.0,0.8,8.8,369.22506432734053
14420,0,24,埼玉県,1,0,0,0,6,4.0,0.2,15.9,186.84293971112064
14421,4,50,山形県,1,1,2,2,28,3.0,1.8,19.6,607.6239697640053
14422,2,33,大阪府,2,0,0,3,9,4.0,1.3,5.1,350.1136477846407
14423,0,21,千葉県,2,0,0,1,0,0.0,0.8,19.7,315.09631549993543
14424,0,22,奈良県,2,1,0,1,2,3.0,0.6,12.2,193.70132616698822
14425,1,35,青森県,1,1,5,0,17,13.0,1.5,14.9,404.74442888892446
14426,1,23,岐阜県,2,0,0,1,0,5.0,0.4,3.6,201.56303546854642
14427,2,44,群馬県,1,0,0,2,22,5.0,0.7,17.8,390.2373580531996
14428,0,26,広島県,2,1,2,1,6,0.0,1.3,9.3,230.9590473667012
14429,0,25,宮城県,1,1,2,0,7,0.0,1.3,6.3,226.1116352501731
14430,0,24,京都府,1,1,3,0,1,-0.0,1.2,16.3,269.0416839040474
14431,0,24,岩手県,2,1,2,0,3,5.0,1.0,4.9,222.56566418647873
14432,0,23,熊本県,2,1,2,0,2,7.0,1.1,3.9,217.67159002566348
14433,3,47,鹿児島県,1,0,0,3,23,-0.0,0.7,12.8,512.8309794338458
14434,1,36,佐賀県,1,0,0,1,16,1.0,0.3,18.8,284.4193822177369
14435,0,23,岡山県,1,0,0,1,3,0.0,0.1,20.0,199.854675723132
14436,2,41,富山県,2,1,2,1,12,0.0,1.7,13.2,432.59588579390646
14437,0,26,福岡県,2,1,6,1,6,8.0,1.1,2.0,307.967350674428
14438,0,23,宮城県,2,1,3,0,0,-0.0,1.4,11.0,260.0024591977156
14439,0,24,福岡県,2,0,0,1,1,3.0,0.2,5.9,202.53676198343098
14440,4,57,愛知県,2,0,0,3,33,4.0,0.9,18.1,570.1431482977292
14441,2,53,徳島県,1,0,0,2,31,1.0,0.6,16.6,400.6070976397535
14442,0,24,大分県,1,1,3,0,6,-0.0,1.2,17.8,258.4486529971962
14443,1,38,千葉県,1,1,2,2,16,1.0,1.5,16.8,343.9624625588571
14444,2,48,佐賀県,2,1,1,1,28,11.0,1.7,9.5,424.8184595956163
14445,1,45,香川県,2,0,0,1,25,3.0,0.6,6.1,336.2600812605093
14446,2,45,大分県,1,0,0,0,27,0.0,0.7,17.3,360.61470562879776
14447,0,24,沖縄県,1,1,2,2,1,2.0,1.2,12.9,254.01472187321713
14448,3,36,岡山県,1,0,0,3,12,10.0,1.1,10.4,789.9799119966738
14449,2,45,秋田県,1,1,1,4,18,3.0,2.4,15.1,831.3434313700827
14450,3,39,山口県,2,1,3,0,21,9.0,2.0,10.5,473.8511647870719
14451,3,50,福岡県,1,0,0,2,28,10.0,0.9,10.6,482.68462334509877
14452,0,24,三重県,1,0,0,0,6,1.0,0.3,12.0,177.27668046311905
14453,1,30,奈良県,1,0,0,1,4,9.0,0.6,5.4,258.07325554135116
14454,0,23,佐賀県,2,0,0,1,3,3.0,0.3,2.9,152.75013815546657
14455,0,23,栃木県,2,1,1,2,0,6.0,1.2,11.9,227.09764588880748
14456,3,55,秋田県,1,1,1,1,35,0.0,1.9,18.5,524.7806394156337
14457,0,26,山形県,1,0,0,0,8,6.0,0.2,11.1,186.33146832688425
14458,2,35,群馬県,2,1,6,3,11,0.0,1.5,10.5,477.45064390500755
14459,2,43,三重県,1,0,0,0,25,4.0,0.6,23.1,416.7007249200069
14460,1,23,富山県,1,0,0,2,0,11.0,0.9,15.1,462.1799575610446
14461,2,42,岐阜県,2,0,0,0,24,6.0,0.6,2.6,331.8992875359907
14462,3,51,京都府,1,0,0,2,29,11.0,0.9,20.4,549.7607600771836
14463,0,24,三重県,2,0,0,0,6,0.0,0.4,18.1,202.60993165744003
14464,2,42,宮城県,1,0,0,0,24,3.0,0.4,6.9,307.4030621396819
14465,0,22,富山県,2,1,3,0,4,1.0,1.2,5.6,211.79018492860953
14466,0,23,愛媛県,1,0,0,0,5,7.0,0.2,19.3,190.12858771182587
14467,2,40,和歌山県,1,0,0,1,20,2.0,0.7,16.3,383.2101102495004
14468,1,37,広島県,1,0,0,2,15,6.0,0.7,21.8,311.82889116745855
14469,2,44,大分県,1,1,1,4,17,0.0,1.8,8.0,324.85785807392824
14470,0,21,岐阜県,1,1,4,1,0,0.0,1.1,15.2,291.3241181106008
14471,0,23,北海道,2,1,0,2,0,4.0,0.7,9.8,192.90550908164514
14472,3,38,兵庫県,1,0,0,0,20,5.0,0.8,15.3,455.9923523448708
14473,3,37,大分県,1,0,0,1,17,0.0,0.7,13.0,379.5791707679731
14474,1,44,新潟県,1,1,2,2,22,12.0,1.6,17.6,422.9790662248789
14475,0,22,島根県,1,0,0,1,2,7.0,0.2,12.2,192.1249762322637
14476,3,46,熊本県,1,1,0,0,28,3.0,1.2,14.8,488.57032551264956
14477,1,27,山梨県,2,1,1,0,9,5.0,1.4,12.7,308.5310634027282
14478,1,47,島根県,2,1,3,2,25,0.0,1.6,6.2,322.7971076220939
14479,0,23,茨城県,1,1,1,0,5,4.0,1.1,20.1,243.96703223533922
14480,2,41,鳥取県,1,1,4,1,21,6.0,1.8,21.3,512.7279247513418
14481,1,24,群馬県,1,0,0,2,2,3.0,0.4,7.4,200.48526128599156
14482,2,41,石川県,2,0,0,2,19,3.0,1.2,4.9,599.5930576576579
14483,1,27,熊本県,2,1,1,3,3,0.0,1.9,8.3,598.3501953460908
14484,0,24,埼玉県,1,0,0,2,0,3.0,0.2,9.1,179.8193640083539
14485,0,24,高知県,1,0,0,2,2,6.0,0.1,14.3,205.79907586347596
14486,0,23,三重県,1,1,0,0,5,7.0,0.8,9.1,222.10298376789513
14487,2,39,群馬県,2,0,0,3,15,7.0,0.7,10.9,324.57850680387753
14488,1,27,三重県,2,1,1,1,7,0.0,1.4,6.2,277.5062542124799
14489,4,52,新潟県,1,1,3,4,25,4.0,2.0,16.8,598.669329554017
14490,2,54,和歌山県,1,0,0,2,32,2.0,0.6,7.2,391.0541394348048
14491,3,44,栃木県,1,1,3,4,17,5.0,1.8,18.3,552.2900092801932
14492,3,33,福岡県,2,1,2,2,11,0.0,1.6,11.1,474.62143553906134
14493,1,31,愛知県,2,0,0,1,11,3.0,0.9,11.2,415.80876382696783
14494,2,63,奈良県,1,1,1,0,45,3.0,1.8,17.0,460.91759379282695
14495,2,31,長崎県,1,0,0,0,13,4.0,0.9,7.3,484.4091920570518
14496,4,46,岩手県,1,0,0,1,26,4.0,1.1,12.3,500.3171038896836
14497,1,44,茨城県,2,0,0,1,24,0.0,0.5,3.6,284.75106332801823
14498,0,22,山梨県,2,1,1,1,1,0.0,1.3,14.2,214.82463984394565
14499,3,47,千葉県,2,0,0,0,29,0.0,0.8,11.6,406.6740563885717
14500,0,18,富山県,1,1,3,0,0,5.0,1.1,14.9,258.55431860696416
14501,0,23,鹿児島県,1,0,0,0,5,3.0,0.1,20.3,186.6282026654546
14502,0,24,青森県,1,0,0,0,6,0.0,0.1,16.2,191.34209275221164
14503,0,20,熊本県,1,1,5,0,1,3.0,1.2,25.4,329.931535053939
14504,1,18,山口県,2,1,0,0,0,3.0,1.1,14.6,344.6243309075993
14505,2,47,香川県,2,1,1,0,29,0.0,1.5,19.1,430.79264429383755
14506,2,44,岩手県,2,1,0,3,20,7.0,1.9,14.6,730.5885023903309
14507,2,32,愛媛県,2,0,0,0,14,4.0,0.7,14.6,307.65543246138304
14508,0,23,長崎県,2,1,0,2,0,4.0,0.6,6.8,167.7637057385667
14509,0,22,長野県,2,1,2,1,1,1.0,1.1,10.6,234.8767725454492
14510,0,26,大分県,2,0,0,0,8,2.0,0.2,7.3,185.99062595834886
14511,0,24,石川県,2,1,4,2,0,2.0,1.8,10.5,391.13547332043345
14512,4,48,和歌山県,1,1,2,3,24,0.0,2.3,7.9,877.7456087589164
14513,0,23,岐阜県,2,0,0,1,1,3.0,0.3,3.3,166.82029313810875
14514,0,26,徳島県,2,1,3,0,8,1.0,1.3,6.8,228.727380779186
14515,0,24,宮崎県,1,0,0,0,6,4.0,0.4,16.0,193.28023687997398
14516,0,21,高知県,2,0,0,1,0,0.0,0.1,1.4,155.315938466884
14517,1,24,茨城県,2,0,0,2,0,1.0,0.5,0.0,195.77952441280559
14518,3,35,島根県,1,0,0,1,15,4.0,0.8,6.3,377.94220645000723
14519,0,29,佐賀県,2,0,0,0,0,2.0,0.4,8.6,180.5663455968702
14520,0,24,静岡県,1,0,0,0,6,0.0,0.3,11.2,169.3682327736811
14521,1,39,福岡県,2,1,1,0,21,3.0,1.5,6.6,322.24174354279836
14522,0,23,山形県,2,1,1,2,0,8.0,1.2,9.9,210.2744257994707
14523,2,47,福井県,1,0,0,1,27,4.0,1.0,11.6,603.011109175458
14524,0,24,奈良県,2,0,0,1,4,3.0,0.3,9.1,190.65911439479632
14525,0,21,和歌山県,2,1,5,0,3,3.0,1.1,20.3,326.05782323171906
14526,0,23,福井県,2,0,0,1,0,3.0,0.3,8.1,165.73949404418607
14527,2,42,香川県,2,0,0,2,20,8.0,0.7,3.0,267.6297823518105
14528,2,48,神奈川県,1,0,0,1,28,1.0,0.6,17.0,444.7465060644858
14529,3,51,奈良県,2,1,5,4,24,5.0,1.9,16.7,652.4888711922648
14530,1,35,香川県,1,0,0,4,5,10.0,0.6,12.7,266.5816151888994
14531,0,23,山口県,1,0,0,0,5,0.0,0.2,11.8,155.39167743698476
14532,0,23,大阪府,1,1,4,0,1,7.0,2.4,10.8,293.11594734552983
14533,1,21,滋賀県,2,1,1,0,3,0.0,1.7,11.7,364.37572744671826
14534,0,20,大分県,1,1,1,0,2,0.0,1.1,21.9,234.88641306993696
14535,3,46,沖縄県,2,1,3,2,24,4.0,1.9,25.1,556.204704719822
14536,2,42,青森県,2,1,0,1,22,7.0,1.2,16.0,422.6966505235292
14537,1,32,京都府,1,1,4,3,7,4.0,2.2,11.6,622.8448754018857
14538,2,41,神奈川県,2,0,0,3,17,5.0,1.1,15.0,720.7292794840392
14539,0,21,三重県,1,1,1,1,0,5.0,1.0,21.9,250.93215814649167
14540,1,33,岡山県,2,1,0,1,13,0.0,1.1,2.3,219.24102423127857
14541,1,40,京都府,1,0,0,2,18,15.0,0.9,5.2,544.3812358835586
14542,1,26,和歌山県,1,1,0,2,4,5.0,0.9,9.0,254.27802744596605
14543,2,50,高知県,2,0,0,1,17,7.0,1.0,8.3,613.0446777311715
14544,2,33,長崎県,1,1,0,2,11,9.0,1.4,0.7,595.1532246604321
14545,3,50,兵庫県,1,0,0,1,30,3.0,0.8,25.2,532.5343836230758
14546,0,25,三重県,2,1,2,0,7,4.0,1.2,11.5,208.99627094439413
14547,0,23,宮城県,2,0,0,0,5,2.0,0.3,16.7,224.32472941298218
14548,2,44,福岡県,1,1,1,0,26,0.0,1.9,16.0,535.8864954959896
14549,1,40,福島県,1,0,0,1,20,2.0,0.6,25.7,329.6161396120523
14550,2,23,熊本県,1,0,0,0,4,7.0,0.3,15.4,293.1680013857715
14551,0,24,奈良県,1,1,0,0,6,5.0,0.7,4.7,201.42839770478878
14552,2,42,京都府,1,1,3,0,24,10.0,1.6,10.7,434.3166229442286
14553,2,34,長崎県,1,1,0,0,16,7.0,1.2,25.3,370.1172266577924
14554,0,20,新潟県,2,1,2,0,2,2.0,1.2,9.0,212.25258301229917
14555,2,46,大分県,1,1,2,2,24,3.0,1.6,14.0,400.3303779106211
14556,2,38,福島県,1,0,0,2,16,5.0,0.6,17.4,320.3608908567658
14557,0,24,茨城県,1,1,2,0,6,2.0,1.1,7.3,210.14124217731697
14558,1,23,兵庫県,1,1,3,0,5,3.0,1.6,9.1,291.14512703006676
14559,2,41,長野県,2,0,0,2,19,0.0,0.7,14.0,332.1175480187256
14560,2,42,香川県,2,0,0,0,24,6.0,0.6,7.8,323.09338789070955
14561,2,42,山梨県,2,1,1,2,20,5.0,1.7,6.3,365.2116296170487
14562,0,22,岐阜県,2,0,0,1,2,5.0,0.1,6.7,144.40952968107146
14563,0,22,鹿児島県,1,0,0,0,4,2.0,0.1,17.7,191.3840969974863
14564,3,48,三重県,1,1,5,0,30,0.0,1.9,15.9,597.6726060102075
14565,0,21,沖縄県,2,1,2,0,3,8.0,1.7,8.9,271.24086226324283
14566,1,32,大阪府,2,1,3,2,10,12.0,2.7,13.2,445.35452453869857
14567,0,22,宮城県,2,0,0,1,0,1.0,0.2,13.5,179.88138851307625
14568,2,43,和歌山県,1,0,0,0,25,3.0,0.6,19.8,382.4227866122013
14569,1,32,福岡県,1,1,3,0,14,11.0,1.6,21.7,349.7718888703538
14570,1,30,大阪府,1,1,1,0,12,10.0,2.9,28.3,397.8874942365651
14571,0,24,大分県,1,0,0,1,0,1.0,0.2,21.0,210.45939262986002
14572,1,42,群馬県,1,1,1,1,22,0.0,2.1,10.4,522.310949392056
14573,3,46,福井県,1,1,4,0,28,8.0,1.8,17.3,544.6412247526696
14574,0,21,秋田県,1,1,1,0,0,1.0,1.3,6.5,197.13298744813108
14575,2,39,千葉県,2,1,3,2,17,2.0,1.7,22.2,449.95315797881193
14576,0,25,北海道,2,0,0,1,5,4.0,0.4,6.4,180.15859517763022
14577,0,23,岐阜県,1,1,2,1,3,6.0,1.0,8.7,254.32442094885207
14578,1,43,奈良県,1,0,0,0,25,3.0,0.5,21.6,321.0158703886066
14579,0,25,兵庫県,1,0,0,2,1,4.0,0.3,17.4,187.1869152385159
14580,0,23,福島県,1,0,0,2,0,-0.0,0.2,8.9,170.86315635499386
14581,2,52,群馬県,2,1,2,0,34,0.0,1.8,9.0,387.2173564187029
14582,1,31,長崎県,1,0,0,3,7,1.0,1.2,9.0,590.7960800579989
14583,3,44,京都府,2,0,0,0,26,6.0,0.7,11.3,444.20596709404026
14584,1,35,徳島県,1,0,0,4,8,10.0,1.0,6.9,836.2625681425213
14585,1,33,東京都,2,0,0,2,11,0.0,0.9,13.0,271.00192839129625
14586,0,19,鹿児島県,2,1,2,0,0,0.0,0.9,3.7,198.0365882219369
14587,0,23,山形県,2,0,0,0,5,2.0,0.1,9.5,165.95588290513132
14588,0,24,北海道,1,0,0,1,4,5.0,0.1,20.6,234.03409095250473
14589,1,30,山梨県,2,0,0,0,12,2.0,0.5,13.8,240.34889910769255
14590,1,18,新潟県,2,1,4,0,0,4.0,1.4,19.2,337.4933443152368
14591,3,49,山梨県,2,0,0,1,29,6.0,0.9,13.2,446.9938820685339
14592,0,29,香川県,2,1,3,0,11,1.0,1.3,20.6,278.93566465104556
14593,4,45,群馬県,2,0,0,0,27,5.0,0.9,6.8,515.9021963356481
14594,1,25,滋賀県,1,0,0,1,5,4.0,0.3,5.7,183.81196985109895
14595,0,24,高知県,1,0,0,2,2,3.0,0.1,8.1,148.79271851201835
14596,2,38,栃木県,2,1,2,0,20,0.0,1.6,16.1,418.38738223763994
14597,0,23,福井県,2,0,0,0,5,0.0,0.1,18.6,205.77609089452727
14598,0,26,群馬県,2,0,0,0,7,3.0,0.2,11.7,206.88824025652517
14599,1,39,熊本県,1,0,0,0,21,4.0,0.6,11.5,252.06741173889947
14600,0,23,石川県,1,0,0,1,3,1.0,0.2,10.4,190.15023745639735
14601,0,26,岐阜県,2,0,0,0,8,7.0,0.2,14.4,224.67082228333683
14602,2,39,愛媛県,2,0,0,0,21,2.0,0.6,9.3,270.23708939868817
14603,0,23,栃木県,1,1,4,1,3,9.0,1.2,8.7,292.7730698982488
14604,2,51,山形県,2,0,0,3,27,6.0,1.3,9.0,784.2547218988298
14605,2,37,徳島県,2,1,2,1,17,4.0,1.6,16.4,419.4402350513049
14606,0,21,長崎県,2,1,1,1,0,1.0,1.2,13.3,207.53654867813705
14607,3,38,鳥取県,1,0,0,1,5,8.0,0.5,17.2,424.10003519246305
14608,3,52,奈良県,2,0,0,1,32,5.0,0.8,9.9,446.3116472972056
14609,1,32,奈良県,2,0,0,0,14,6.0,0.5,6.7,221.72141081326788
14610,2,58,群馬県,2,1,3,0,40,6.0,1.7,13.8,447.8014992309331
14611,0,23,長崎県,2,1,3,2,0,0.0,1.2,15.1,259.17193593995995
14612,1,25,香川県,1,1,2,0,7,10.0,1.5,14.6,288.88567918486143
14613,2,44,鳥取県,2,0,0,1,24,9.0,0.6,7.6,351.7828728423883
14614,0,26,新潟県,2,0,0,1,1,5.0,0.3,9.7,158.03016878975978
14615,2,44,新潟県,1,1,1,3,20,5.0,2.0,7.5,678.9280663308971
14616,2,41,青森県,2,1,3,0,23,4.0,1.6,9.6,410.7902720914803
14617,0,25,東京都,1,0,0,1,5,1.0,0.4,25.3,242.2231683692294
14618,0,22,兵庫県,2,0,0,1,2,3.0,0.6,16.1,337.1389169804079
14619,3,45,神奈川県,2,1,1,0,27,12.0,2.0,10.1,487.83641635336704
14620,1,31,岩手県,2,1,3,3,1,3.0,1.5,17.2,321.28454340959007
14621,4,51,愛知県,1,0,0,1,31,4.0,1.1,12.0,601.3679958823935
14622,2,49,北海道,1,0,0,4,22,8.0,0.7,11.4,365.7182301430625
14623,3,42,長崎県,2,1,5,0,24,4.0,1.7,5.5,579.7165743728181
14624,1,32,高知県,2,0,0,1,12,1.0,0.5,13.6,227.9692674463006
14625,0,22,鳥取県,1,1,0,1,2,1.0,0.6,7.5,185.06344850165726
14626,1,28,滋賀県,2,1,1,2,6,0.0,2.0,10.6,473.51752523732205
14627,0,23,栃木県,2,1,1,0,5,2.0,1.1,0.0,195.8794629219187
14628,0,23,群馬県,1,0,0,2,0,2.0,0.7,13.9,402.20465220190187
14629,0,23,神奈川県,1,1,2,2,0,10.0,1.0,19.9,263.38861422654435
14630,2,36,北海道,2,1,3,1,16,1.0,1.7,9.5,388.430071715524
14631,0,24,滋賀県,1,1,3,0,6,9.0,1.2,22.1,297.2327785777774
14632,0,21,秋田県,1,1,3,0,2,3.0,1.1,13.9,230.89888091066757
14633,0,23,鳥取県,1,0,0,1,1,5.0,0.2,11.0,189.32286186922747
14634,4,47,鹿児島県,2,0,0,0,29,2.0,1.0,10.2,734.5679158502298
14635,4,49,長野県,1,0,0,3,25,5.0,0.8,22.0,480.5413815148103
14636,0,24,岐阜県,1,1,1,0,2,6.0,1.3,26.7,273.73477859372053
14637,1,19,鹿児島県,1,1,2,0,0,0.0,1.5,9.6,265.3837479790725
14638,2,37,富山県,1,0,0,0,6,0.0,0.6,13.5,327.29314685062917
14639,0,24,三重県,1,0,0,1,4,2.0,0.3,18.7,219.84391390699898
14640,0,21,香川県,2,1,1,1,0,4.0,1.2,7.5,189.64931491373005
14641,0,26,長崎県,1,0,0,0,8,2.0,0.4,12.5,200.24392726764444
14642,2,41,沖縄県,1,0,0,0,23,10.0,0.6,23.9,344.35438300008184
14643,0,22,沖縄県,2,1,1,0,1,1.0,1.2,6.8,186.5496375593725
14644,1,22,福井県,1,0,0,1,0,4.0,0.9,8.3,420.2901968694231
14645,2,30,和歌山県,1,1,3,3,3,0.0,2.1,13.8,652.0450656927528
14646,2,36,熊本県,1,0,0,3,12,11.0,0.7,22.0,305.80282849898026
14647,4,55,山梨県,1,0,0,0,37,3.0,0.9,2.9,517.9546259001582
14648,0,24,鳥取県,1,1,2,2,2,3.0,1.3,14.6,222.46070660129357
14649,0,26,京都府,1,0,0,2,4,6.0,0.2,18.0,238.861420991677
14650,0,24,長崎県,1,1,0,2,2,3.0,1.2,11.8,398.75111149984417
14651,2,41,山形県,1,1,0,4,14,1.0,1.1,16.8,424.14106847608923
14652,2,37,宮城県,2,1,2,0,19,8.0,1.5,10.5,358.50732100093785
14653,0,23,広島県,2,1,5,0,5,9.0,1.2,8.8,296.46656605324273
14654,0,28,沖縄県,1,1,1,0,10,7.0,1.4,16.6,247.83861615748114
14655,1,35,滋賀県,2,1,0,3,11,5.0,1.7,5.2,634.2449180794716
14656,0,26,岐阜県,1,1,2,0,8,2.0,1.2,10.5,235.38220228381556
14657,1,39,佐賀県,2,1,3,1,19,3.0,1.4,7.2,359.07762473884554
14658,0,22,愛媛県,2,1,1,1,2,6.0,1.2,2.5,186.55937141879218
14659,1,44,岡山県,2,1,1,2,22,8.0,2.1,11.1,539.4196106216457
14660,3,45,静岡県,2,1,1,4,18,-0.0,2.3,12.8,867.4215699357358
14661,2,40,山形県,1,1,4,2,18,1.0,1.7,9.5,381.91109697175415
14662,1,34,秋田県,1,1,3,1,14,0.0,1.5,18.5,340.7900765893587
14663,0,23,福岡県,1,0,0,1,3,0.0,0.2,17.4,190.18661617740258
14664,0,21,静岡県,1,0,0,1,0,1.0,0.1,14.2,179.27309567862173
14665,1,39,島根県,2,0,0,0,21,3.0,0.5,6.8,236.17497185655117
14666,2,38,千葉県,1,1,2,0,20,9.0,1.6,19.1,423.7930824635804
14667,2,51,大分県,2,0,0,3,27,5.0,1.2,6.4,749.7877487982781
14668,2,51,新潟県,2,0,0,1,31,1.0,0.8,10.7,393.3786665929705
